age,job,marital,education,default,balance,housing,loan,last_contact_duration,campaign_contacs,passed _days,previous_contacts ,previous_marketing_outcome,successful_marketing
25,admin.,single,tertiary,no,220,no,no,68,1,,0,unknown,0
42,management,single,tertiary,no,10907,no,no,74,3,,0,unknown,0
27,student,single,tertiary,no,-148,yes,no,146,3,224,1,other,0
32,blue-collar,married,primary,no,415,yes,no,777,4,,0,unknown,1
57,management,married,tertiary,no,1341,yes,no,339,2,,0,unknown,0
48,blue-collar,married,secondary,no,865,yes,no,78,2,,0,unknown,0
34,blue-collar,divorced,secondary,no,-566,yes,no,248,2,,0,unknown,0
33,services,married,secondary,no,210,yes,yes,201,1,,0,unknown,0
26,technician,single,secondary,no,1275,yes,no,18,9,,0,unknown,0
50,blue-collar,married,secondary,no,579,no,no,83,4,,0,unknown,0
60,technician,single,tertiary,no,2934,no,no,233,2,,0,unknown,0
47,management,married,tertiary,no,6637,yes,no,174,2,,0,unknown,0
31,management,married,tertiary,no,271,no,no,89,1,,0,unknown,0
52,technician,married,tertiary,no,0,no,no,145,3,94,4,success,0
36,services,married,secondary,no,472,yes,no,1017,1,,0,unknown,0
43,blue-collar,married,primary,no,487,yes,no,548,2,,0,unknown,0
30,technician,single,tertiary,no,699,yes,no,213,4,,0,unknown,0
32,blue-collar,married,secondary,no,150,no,no,210,1,,0,unknown,0
31,management,single,tertiary,no,1130,yes,no,224,3,74,4,failure,0
29,management,single,secondary,no,584,yes,no,541,19,,0,unknown,0
48,services,divorced,secondary,no,3186,no,yes,104,1,,0,unknown,0
32,services,single,secondary,no,133,no,no,171,1,,0,unknown,1
30,housemaid,single,tertiary,no,868,no,no,387,2,,0,unknown,0
48,blue-collar,married,secondary,no,480,yes,no,830,1,352,2,failure,1
51,blue-collar,married,unknown,no,1883,yes,no,57,1,,0,unknown,0
34,management,married,tertiary,no,606,no,no,97,1,,0,unknown,1
35,blue-collar,married,secondary,no,603,yes,no,474,2,,0,unknown,0
49,management,single,primary,no,548,no,no,115,6,,0,unknown,0
36,unemployed,married,secondary,no,-872,yes,yes,153,1,183,1,failure,0
37,blue-collar,divorced,secondary,no,33,yes,no,106,2,167,1,failure,0
37,management,married,tertiary,no,1689,yes,no,645,2,,0,unknown,0
49,blue-collar,married,primary,no,902,no,no,210,2,,0,unknown,0
44,services,divorced,secondary,no,0,yes,yes,97,1,,0,unknown,0
40,student,married,secondary,no,260,no,no,52,1,152,6,failure,0
57,technician,married,secondary,no,589,yes,no,223,1,76,4,failure,0
39,technician,married,secondary,no,626,yes,no,126,2,,0,unknown,0
38,services,married,secondary,no,0,no,yes,1473,6,,0,unknown,0
51,blue-collar,divorced,secondary,no,78,yes,no,723,2,,0,unknown,0
27,blue-collar,single,secondary,no,3792,no,no,279,2,,0,unknown,1
38,blue-collar,single,tertiary,no,14058,no,no,293,20,,0,unknown,0
30,technician,single,secondary,no,-522,yes,yes,670,2,286,6,failure,1
36,student,single,unknown,no,386,no,no,359,2,,0,unknown,0
37,unemployed,married,secondary,no,1978,no,no,404,1,182,1,success,1
53,admin.,married,secondary,no,459,no,no,317,6,192,1,success,0
38,unemployed,married,tertiary,no,2812,yes,no,830,1,,0,unknown,1
48,management,married,tertiary,no,5057,no,yes,37,1,,0,unknown,0
26,housemaid,married,secondary,no,-759,yes,no,191,1,,0,unknown,0
33,blue-collar,single,secondary,no,-416,yes,no,767,2,,0,unknown,1
47,technician,married,unknown,no,2106,yes,no,168,1,,0,unknown,0
45,management,divorced,tertiary,no,220,yes,no,89,4,,0,unknown,0
32,blue-collar,divorced,secondary,no,0,yes,no,746,2,,0,unknown,0
69,retired,married,unknown,no,426,no,no,225,1,90,1,success,1
65,unknown,married,unknown,no,4717,no,no,256,1,,0,unknown,1
37,blue-collar,married,secondary,no,395,yes,no,219,2,,0,unknown,0
45,blue-collar,divorced,primary,no,0,yes,no,211,2,,0,unknown,0
36,blue-collar,married,secondary,no,-206,yes,no,177,2,,0,unknown,0
62,self-employed,divorced,tertiary,no,6,yes,no,216,1,183,4,success,1
37,management,married,tertiary,no,4039,no,yes,106,2,,0,unknown,0
39,services,divorced,secondary,no,687,yes,no,869,1,,0,unknown,1
38,technician,single,secondary,no,-242,yes,no,1173,3,278,6,success,1
31,management,married,tertiary,no,582,yes,no,58,2,,0,unknown,0
58,blue-collar,divorced,primary,no,8218,yes,no,124,10,,0,unknown,0
44,management,single,tertiary,no,1424,yes,no,201,2,,0,unknown,0
31,blue-collar,married,secondary,no,92,yes,no,688,1,,0,unknown,1
33,technician,single,secondary,no,2085,no,no,501,2,,0,unknown,1
36,technician,single,tertiary,no,197,no,no,260,1,,0,unknown,1
31,technician,single,secondary,no,2305,no,no,139,1,,0,unknown,0
45,admin.,married,secondary,no,-547,yes,no,214,2,,0,unknown,0
30,technician,single,tertiary,no,411,no,no,142,1,,0,unknown,0
34,blue-collar,married,secondary,no,584,yes,no,154,2,,0,unknown,0
34,management,married,tertiary,no,997,yes,yes,81,1,,0,unknown,0
39,admin.,divorced,secondary,no,83,yes,no,69,6,,0,unknown,0
41,management,married,tertiary,no,6563,no,no,136,8,,0,unknown,0
32,services,single,secondary,no,0,yes,no,99,13,,0,unknown,0
32,management,single,tertiary,no,0,no,no,9,6,,0,unknown,0
36,blue-collar,married,primary,no,398,yes,no,278,1,,0,unknown,0
35,admin.,married,tertiary,no,1145,yes,no,82,2,,0,unknown,0
32,management,single,tertiary,no,2,yes,no,100,2,,0,unknown,1
33,management,single,tertiary,no,201,yes,no,171,1,183,1,failure,0
49,entrepreneur,married,primary,no,563,no,no,84,1,,0,unknown,0
35,management,married,tertiary,no,3161,no,no,433,2,,0,unknown,0
31,technician,married,secondary,no,0,no,yes,624,6,,0,unknown,0
42,management,married,secondary,no,1331,no,no,698,2,,0,unknown,0
34,housemaid,married,primary,no,2929,no,no,518,2,,0,unknown,1
32,services,married,secondary,yes,-220,yes,yes,123,2,,0,unknown,0
29,management,single,tertiary,no,5980,yes,no,317,1,,0,unknown,0
32,services,single,secondary,no,48,yes,no,8,3,,0,unknown,0
50,housemaid,single,unknown,no,0,no,no,118,8,,0,unknown,0
58,retired,married,secondary,no,3382,no,yes,294,2,309,2,failure,0
59,technician,married,secondary,no,2308,no,no,815,1,87,1,other,1
25,student,married,tertiary,no,10,yes,no,857,4,,0,unknown,1
57,services,married,secondary,no,162,yes,no,174,1,,0,unknown,0
30,blue-collar,single,secondary,no,1073,yes,no,1130,4,,0,unknown,0
26,services,single,secondary,no,1700,yes,no,13,5,,0,unknown,0
50,services,single,primary,no,148,yes,no,198,2,,0,unknown,0
39,services,married,secondary,no,0,yes,no,503,1,,0,unknown,0
45,blue-collar,married,primary,no,185,yes,no,249,3,,0,unknown,0
37,management,divorced,tertiary,no,896,no,yes,343,2,,0,unknown,0
47,blue-collar,divorced,primary,no,1279,yes,no,479,2,,0,unknown,0
50,technician,married,tertiary,no,199,yes,yes,116,2,253,1,failure,0
40,management,married,secondary,no,99,no,no,15,5,,0,unknown,0
35,blue-collar,married,primary,no,378,yes,no,427,3,,0,unknown,0
53,management,married,tertiary,no,15,no,no,921,2,,0,unknown,1
35,admin.,married,secondary,no,147,yes,yes,41,1,184,7,failure,0
54,technician,married,secondary,no,2225,no,yes,73,2,,0,unknown,0
35,admin.,single,secondary,no,1810,yes,no,65,2,,0,unknown,0
31,housemaid,married,unknown,yes,-6,no,yes,94,2,,0,unknown,0
46,technician,divorced,secondary,no,435,yes,no,192,3,,0,unknown,0
52,management,married,secondary,no,335,no,no,411,1,182,1,failure,1
34,admin.,divorced,secondary,no,-251,no,no,641,1,,0,unknown,1
46,services,divorced,secondary,no,5,yes,yes,305,2,,0,unknown,0
54,self-employed,married,secondary,no,641,yes,no,472,1,148,2,failure,0
37,admin.,married,tertiary,no,0,yes,no,115,1,,0,unknown,0
39,admin.,married,tertiary,no,722,no,no,141,1,,0,unknown,0
50,technician,married,tertiary,no,3337,yes,yes,24,14,,0,unknown,0
44,technician,divorced,secondary,no,0,no,no,264,5,,0,unknown,0
56,admin.,married,secondary,no,1504,yes,no,66,2,,0,unknown,0
40,services,married,tertiary,no,35,no,no,318,4,317,3,failure,0
36,services,married,secondary,no,895,yes,yes,622,1,,0,unknown,0
33,management,married,tertiary,no,752,yes,no,104,4,,0,unknown,0
33,blue-collar,single,secondary,no,1925,yes,no,76,2,,0,unknown,0
42,services,married,secondary,no,-246,yes,no,149,1,,0,unknown,0
30,self-employed,single,tertiary,no,901,yes,yes,601,1,,0,unknown,0
33,admin.,single,secondary,no,894,no,no,509,2,,0,unknown,0
26,blue-collar,single,secondary,no,592,yes,yes,174,1,,0,unknown,0
26,admin.,single,secondary,no,3529,no,yes,57,2,,0,unknown,0
37,services,married,secondary,no,0,yes,yes,187,2,,0,unknown,0
59,retired,married,primary,no,0,no,no,493,2,,0,unknown,1
49,blue-collar,married,primary,no,371,yes,no,18,44,,0,unknown,0
33,blue-collar,single,primary,no,1,yes,no,257,1,,0,unknown,0
46,technician,single,secondary,no,834,yes,no,196,2,,0,unknown,0
55,entrepreneur,married,primary,no,298,yes,no,144,3,,0,unknown,0
49,services,married,tertiary,no,306,yes,no,285,7,,0,unknown,0
51,technician,married,secondary,no,143,yes,no,627,1,,0,unknown,0
27,admin.,married,secondary,no,186,yes,no,136,2,,0,unknown,0
44,technician,married,secondary,no,5597,no,no,27,3,,0,unknown,0
40,services,single,secondary,no,1547,yes,no,88,2,173,1,success,0
36,management,married,tertiary,no,1852,no,no,362,1,,0,unknown,0
46,admin.,single,secondary,no,1790,yes,no,214,5,,0,unknown,0
30,services,single,secondary,no,20,yes,no,404,6,340,1,failure,0
35,admin.,married,secondary,no,8652,yes,no,103,6,,0,unknown,0
31,technician,single,secondary,no,1626,no,no,356,2,286,3,failure,0
37,admin.,married,secondary,no,749,no,no,219,1,,0,unknown,0
49,blue-collar,married,unknown,no,51,yes,no,984,1,,0,unknown,0
27,services,single,secondary,yes,-1,no,no,60,2,,0,unknown,0
32,blue-collar,married,secondary,no,-32,yes,no,145,1,,0,unknown,0
70,retired,divorced,secondary,no,6850,no,no,252,3,183,1,failure,0
22,technician,single,secondary,no,333,no,yes,129,1,,0,unknown,0
58,blue-collar,married,secondary,no,-27,no,yes,77,13,,0,unknown,0
33,blue-collar,married,secondary,no,932,yes,no,226,1,,0,unknown,0
83,retired,divorced,primary,no,0,no,no,664,1,77,3,success,0
50,management,divorced,tertiary,no,100,yes,yes,157,1,299,3,failure,0
53,blue-collar,married,secondary,no,-626,yes,no,205,1,,0,unknown,0
37,management,single,tertiary,no,9,no,no,484,2,,0,unknown,0
55,services,divorced,primary,no,653,no,no,800,1,,0,unknown,0
49,admin.,married,secondary,no,3608,yes,no,231,1,,0,unknown,1
41,blue-collar,married,primary,no,293,yes,yes,102,1,,0,unknown,0
40,management,single,tertiary,no,36,yes,no,240,3,,0,unknown,0
48,management,married,tertiary,no,263,yes,no,350,2,,0,unknown,0
27,student,single,secondary,no,8366,no,no,458,2,349,1,other,0
30,management,single,tertiary,no,2186,yes,no,366,1,,0,unknown,0
37,entrepreneur,single,secondary,no,20453,yes,no,115,1,,0,unknown,0
37,services,single,secondary,no,105,no,yes,260,4,,0,unknown,0
40,blue-collar,married,secondary,no,440,yes,no,327,2,,0,unknown,0
73,retired,married,unknown,no,519,no,no,434,1,57,1,failure,1
50,management,married,tertiary,no,19447,yes,yes,166,1,,0,unknown,0
53,blue-collar,married,primary,no,225,no,no,171,7,,0,unknown,0
47,blue-collar,married,secondary,no,2548,yes,no,577,1,368,1,other,0
33,technician,divorced,secondary,no,0,no,no,224,8,,0,unknown,0
50,blue-collar,married,unknown,no,2284,yes,no,1088,17,,0,unknown,1
51,blue-collar,married,primary,no,40,yes,no,79,1,370,1,failure,0
42,housemaid,divorced,tertiary,no,364,no,no,52,1,,0,unknown,0
34,technician,single,secondary,no,174,no,no,259,4,,0,unknown,0
44,technician,married,secondary,no,10888,yes,no,163,1,,0,unknown,0
32,admin.,married,secondary,no,0,yes,yes,159,2,195,2,failure,0
60,retired,married,tertiary,no,225,no,no,54,2,,0,unknown,0
60,retired,divorced,tertiary,no,2131,no,no,421,6,,0,unknown,0
29,blue-collar,single,secondary,no,-20,no,yes,574,1,,0,unknown,1
39,management,single,secondary,no,36,no,no,70,2,,0,unknown,0
47,blue-collar,married,primary,no,2642,no,no,310,2,,0,unknown,0
30,admin.,married,tertiary,no,400,yes,no,223,1,,0,unknown,0
31,technician,single,tertiary,no,1214,no,no,39,1,,0,unknown,0
34,management,single,tertiary,no,-292,yes,no,181,6,,0,unknown,0
51,admin.,married,secondary,no,1415,yes,no,151,3,,0,unknown,0
38,blue-collar,married,secondary,no,213,yes,no,270,15,,0,unknown,0
47,admin.,single,secondary,no,2540,no,no,110,5,,0,unknown,0
46,housemaid,single,tertiary,no,3232,no,no,94,2,,0,unknown,0
33,management,married,tertiary,no,296,no,no,90,2,,0,unknown,0
30,management,married,tertiary,no,42,no,no,115,6,,0,unknown,0
40,technician,married,secondary,no,697,no,no,220,2,219,2,other,0
38,blue-collar,single,secondary,no,13156,yes,no,291,4,331,1,failure,0
63,retired,divorced,secondary,no,1490,no,no,506,1,,0,unknown,1
33,management,married,tertiary,no,150,no,no,151,2,,0,unknown,0
59,retired,married,secondary,no,0,no,no,812,1,,0,unknown,1
29,management,single,tertiary,no,4210,yes,no,119,1,,0,unknown,0
54,services,divorced,secondary,no,1012,yes,no,33,3,175,2,other,0
57,technician,married,secondary,no,16063,yes,no,352,3,,0,unknown,0
57,blue-collar,married,primary,no,5431,yes,yes,383,1,,0,unknown,0
28,services,single,secondary,no,317,yes,no,21,3,,0,unknown,0
30,technician,single,secondary,no,4787,yes,no,266,1,167,2,failure,0
28,blue-collar,married,secondary,no,225,yes,yes,866,2,,0,unknown,0
45,services,divorced,primary,no,3854,yes,no,10,3,,0,unknown,0
29,services,divorced,secondary,no,92,yes,no,240,1,,0,unknown,0
42,blue-collar,married,primary,no,-10,yes,no,291,4,,0,unknown,0
31,blue-collar,married,secondary,no,-617,yes,no,115,2,,0,unknown,0
59,housemaid,divorced,primary,no,195,no,no,366,2,,0,unknown,0
41,blue-collar,married,primary,no,1172,yes,no,153,1,,0,unknown,0
57,housemaid,married,secondary,no,0,no,no,197,2,,0,unknown,0
43,services,divorced,secondary,no,0,no,no,106,4,,0,unknown,0
30,services,divorced,secondary,no,-94,yes,no,41,2,,0,unknown,0
26,admin.,single,secondary,no,609,no,no,112,1,,0,unknown,0
52,management,single,tertiary,no,4,no,yes,30,9,,0,unknown,0
32,entrepreneur,divorced,secondary,no,1121,yes,yes,211,3,,0,unknown,0
39,management,divorced,tertiary,no,355,yes,no,313,5,,0,unknown,0
31,blue-collar,married,secondary,no,3653,yes,yes,252,1,168,4,failure,0
83,retired,divorced,primary,no,1097,no,no,181,1,,0,unknown,1
34,management,married,tertiary,no,436,no,yes,118,4,,0,unknown,0
40,blue-collar,married,secondary,no,4795,yes,no,57,1,,0,unknown,0
39,self-employed,married,secondary,no,266,no,no,102,2,,0,unknown,0
50,unemployed,married,secondary,no,3357,no,no,239,4,,0,unknown,1
30,technician,married,tertiary,no,101,yes,yes,187,3,,0,unknown,0
43,blue-collar,married,secondary,no,10910,yes,no,66,2,,0,unknown,0
49,blue-collar,married,secondary,no,1568,no,no,206,6,,0,unknown,0
41,retired,single,primary,no,0,no,no,239,1,368,2,failure,0
35,blue-collar,married,secondary,no,305,yes,no,7,7,367,25,failure,0
57,retired,married,tertiary,no,31,no,no,260,2,,0,unknown,0
29,entrepreneur,married,secondary,no,452,yes,no,347,1,,0,unknown,0
48,admin.,married,secondary,no,5,yes,no,697,2,,0,unknown,0
38,entrepreneur,divorced,tertiary,no,7929,no,no,182,3,,0,unknown,0
41,entrepreneur,married,primary,no,39,yes,no,549,2,,0,unknown,1
39,housemaid,married,primary,no,267,no,no,1151,5,,0,unknown,0
31,management,married,tertiary,no,4945,no,no,445,1,,0,unknown,0
51,technician,married,secondary,no,463,yes,no,213,5,,0,unknown,0
35,unemployed,single,secondary,no,2116,yes,no,409,2,,0,unknown,0
45,admin.,divorced,secondary,no,59,yes,no,873,8,,0,unknown,1
28,blue-collar,married,secondary,no,131,yes,no,147,5,,0,unknown,0
57,retired,married,secondary,no,107,no,no,85,2,,0,unknown,0
36,unemployed,married,secondary,no,-35,no,no,339,3,,0,unknown,0
49,technician,married,primary,no,230,yes,no,96,1,,0,unknown,0
34,management,single,tertiary,no,2679,yes,no,195,1,,0,unknown,0
65,retired,married,primary,no,493,no,no,622,1,182,1,failure,0
26,services,single,secondary,no,256,yes,no,101,2,,0,unknown,0
52,blue-collar,married,primary,no,-133,no,no,96,2,,0,unknown,0
32,blue-collar,single,secondary,no,811,yes,no,563,1,,0,unknown,1
33,unemployed,married,tertiary,no,302,yes,yes,670,1,,0,unknown,0
43,management,married,tertiary,no,3529,yes,no,190,3,,0,unknown,0
26,technician,single,tertiary,no,75,yes,yes,351,1,,0,unknown,0
45,technician,married,secondary,no,999,yes,no,215,6,188,2,failure,0
30,management,single,tertiary,no,7845,yes,no,59,1,,0,unknown,0
37,services,divorced,primary,no,260,yes,no,446,2,,0,unknown,0
45,management,single,tertiary,no,2048,yes,no,310,1,804,1,failure,1
34,management,married,tertiary,no,1557,yes,yes,213,1,,0,unknown,0
35,services,married,secondary,no,505,yes,yes,371,2,,0,unknown,0
41,admin.,married,tertiary,no,1536,no,no,54,2,,0,unknown,0
42,self-employed,married,tertiary,no,0,no,no,118,6,,0,unknown,0
48,blue-collar,married,unknown,no,439,yes,no,212,1,249,2,other,0
45,unknown,married,primary,no,44,no,no,81,1,,0,unknown,0
47,management,married,tertiary,no,295,yes,no,157,1,,0,unknown,0
37,blue-collar,married,primary,no,190,yes,yes,194,1,,0,unknown,0
32,management,married,secondary,no,3935,yes,no,129,2,,0,unknown,0
40,management,married,tertiary,no,-17,yes,yes,474,1,256,1,success,1
35,technician,single,secondary,no,175,yes,no,219,1,246,1,failure,0
31,technician,single,secondary,no,4888,yes,no,475,4,166,2,failure,0
36,technician,single,tertiary,no,40,no,no,359,3,,0,unknown,0
44,management,married,tertiary,no,4460,no,no,168,2,,0,unknown,0
52,admin.,divorced,secondary,no,98,no,yes,148,1,,0,unknown,0
28,student,single,secondary,no,330,no,no,197,1,,0,unknown,0
45,blue-collar,married,primary,no,13117,no,no,42,2,,0,unknown,0
38,management,married,tertiary,no,12877,no,no,118,3,,0,unknown,0
39,blue-collar,married,primary,no,1506,yes,no,299,2,,0,unknown,0
28,management,single,tertiary,no,0,no,no,198,2,,0,unknown,0
31,technician,single,secondary,no,775,no,no,361,1,,0,unknown,0
46,blue-collar,married,primary,no,258,yes,no,217,1,,0,unknown,0
22,student,single,secondary,no,246,yes,no,25,1,,0,unknown,0
49,blue-collar,single,primary,no,2146,yes,no,1516,2,353,2,other,1
44,unemployed,married,secondary,no,304,yes,no,129,2,,0,unknown,0
31,self-employed,single,secondary,no,360,yes,no,592,4,,0,unknown,0
53,blue-collar,married,primary,no,3316,yes,no,331,6,,0,unknown,0
55,management,married,tertiary,no,6880,no,no,353,2,,0,unknown,0
35,technician,married,secondary,no,2189,no,no,256,3,,0,unknown,0
35,blue-collar,married,secondary,no,5304,yes,no,340,1,183,2,failure,0
37,management,single,tertiary,no,102,yes,no,101,2,,0,unknown,0
50,blue-collar,married,secondary,no,181,yes,no,599,2,,0,unknown,0
37,management,married,primary,no,3953,yes,no,610,2,138,1,failure,0
37,blue-collar,single,primary,no,6969,yes,no,412,1,,0,unknown,0
29,management,single,tertiary,no,572,no,no,314,1,195,1,success,1
31,admin.,single,secondary,no,223,yes,no,508,1,315,11,success,0
40,technician,married,secondary,no,-396,yes,no,127,1,,0,unknown,0
